PassengerId,Survived,Pclass_2,Pclass_3,Sex_1,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
136,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
137,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
138,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
139,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
140,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
141,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
142,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
143,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
144,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
145,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
146,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
147,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
148,0,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
149,0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
150,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
151,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
152,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
153,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
154,0,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
155,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
156,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
157,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
158,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
159,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
160,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
161,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
162,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
163,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
164,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
165,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
166,1,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
167,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
168,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
169,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
170,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
171,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
172,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
173,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
174,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
175,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
176,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
177,0,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False
178,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
179,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
180,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
181,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
182,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
183,0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
184,1,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
185,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
186,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
187,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
188,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
189,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
190,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
191,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
193,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
194,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
195,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
198,0,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
199,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
202,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
203,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
204,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
205,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
206,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
207,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
208,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
209,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
210,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
211,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
212,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
213,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
214,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
215,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
216,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
217,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
218,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
219,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
220,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
221,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
222,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
223,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
224,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
225,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
226,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
227,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
228,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
229,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
230,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
231,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
232,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
233,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
234,1,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
235,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
236,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
237,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
238,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
239,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
240,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
241,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
242,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
243,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
244,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
245,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
246,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
247,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
248,1,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
249,1,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
250,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
251,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
252,0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
253,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
254,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
255,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
256,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
257,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
259,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
261,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
262,1,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False
263,0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
264,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
265,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
266,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
267,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
268,1,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
269,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
270,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
271,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
272,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
273,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
274,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
275,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
276,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
277,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
278,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
279,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
280,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
281,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
282,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
283,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
284,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
285,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
286,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
287,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
288,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
289,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
290,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
291,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
292,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
293,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
294,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
296,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
297,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
298,0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
299,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
300,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
301,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
302,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
303,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
304,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
305,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
306,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
307,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
308,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
309,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
310,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
311,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
312,1,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
313,0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
314,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
315,0,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
316,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
317,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
318,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
319,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
320,1,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
321,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
322,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
323,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
324,1,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
325,0,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False
326,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
327,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
328,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
329,1,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
330,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
331,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
332,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
333,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
334,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
335,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
336,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
337,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
338,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
339,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
340,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
341,1,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
342,1,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
343,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
344,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
345,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
346,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
347,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
348,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
349,1,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
350,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
351,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
352,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
353,0,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False
354,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
355,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
356,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
357,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
358,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
359,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
360,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
361,0,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False
362,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
363,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
364,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
365,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
366,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
367,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
368,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
369,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
370,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
371,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
372,0,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
373,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
374,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
375,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
376,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
377,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
378,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
379,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
380,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
381,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
382,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
