PassengerId,source,Survived,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Sex_0,Sex_1,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9,Cabin_0,Cabin_1,Embarked_0,Embarked_1,Embarked_2
47,train,0.0,-0.11652321631629182,-0.3437836450482282,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
48,train,1.0,-0.11652321631629182,-0.49362394745620336,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
49,train,0.0,-0.11652321631629182,-0.22431355515927853,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
50,train,0.0,-0.8916983735226632,-0.29931491014005496,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
51,train,0.0,-1.744391046449672,0.12386310520891992,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
52,train,0.0,-0.6591458263607518,-0.4926572358277648,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
53,train,1.0,1.5113446138170883,0.8400359477515641,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
54,train,1.0,-0.03900570059565468,-0.14077420307613292,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
55,train,0.0,2.7516248653472823,0.554856017362192,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
56,train,1.0,-0.11652321631629182,0.042901006327191425,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
57,train,1.0,-0.6591458263607518,-0.44045480789208313,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
58,train,0.0,-0.07776445845597325,-0.5036932157780193,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
59,train,1.0,-1.8994260778909462,-0.10693929608078369,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
60,train,0.0,-1.4343209835671233,0.2633112576111806,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
61,train,0.0,-0.5816283106401147,-0.5036932157780193,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
62,train,1.0,0.6586519408900796,0.9032743556375001,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
63,train,0.0,1.2012745509345397,0.9704608138139792,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
64,train,0.0,-1.9769435936115833,-0.10403916119546806,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
65,train,0.0,-0.11652321631629182,-0.10750385567179178,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
66,train,1.0,-0.11652321631629182,-0.34869840696720983,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
67,train,1.0,-0.03900570059565468,-0.44045480789208313,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
68,train,0.0,-0.8141808578020261,-0.48572978029837416,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
69,train,1.0,-0.9692158892433004,-0.4902404567566684,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
70,train,0.0,-0.2715582477575661,-0.4759814602371998,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
71,train,0.0,0.19354684656625676,-0.44045480789208313,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
72,train,0.0,-1.0467334049639376,0.2633112576111806,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True
73,train,0.0,-0.6591458263607518,0.7776018439404888,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
74,train,0.0,-0.2715582477575661,-0.3640033854686489,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
75,train,1.0,0.19354684656625676,0.4488386864945933,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
76,train,0.0,-0.34907576347820324,-0.4955573707130805,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
77,train,0.0,-0.11652321631629182,-0.4908050163476765,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
78,train,0.0,-0.11652321631629182,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
79,train,1.0,-2.2226741184460033,-0.08277150536981996,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
80,train,1.0,0.03851181512498246,-0.40226969856876044,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
81,train,0.0,-0.5816283106401147,-0.4694561567452396,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
82,train,1.0,-0.03900570059565468,-0.4597890404608541,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
83,train,1.0,-0.11652321631629182,-0.4928989137348744,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
84,train,0.0,-0.11652321631629182,0.26717810412493487,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
85,train,1.0,-0.9692158892433004,-0.44045480789208313,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
86,train,1.0,0.2710643622868939,-0.33701666364915833,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
87,train,0.0,-1.0467334049639376,0.02114999468732407,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
88,train,0.0,-0.11652321631629182,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
89,train,1.0,-0.5041107949194775,4.44143891572259,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
90,train,0.0,-0.4265932791988404,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
91,train,0.0,-0.03900570059565468,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
92,train,0.0,-0.736663342081389,-0.4916093204225374,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
93,train,0.0,1.2787920666551769,0.5393074275303864,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
94,train,0.0,-0.2715582477575661,-0.2456624147617155,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
95,train,0.0,2.2865197710234595,-0.5032910637405889,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
96,train,0.0,-0.11652321631629182,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
97,train,0.0,3.216729959671105,0.02654811242052499,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
98,train,1.0,-0.5041107949194775,0.5815198574977841,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
99,train,1.0,0.34858187800753104,-0.19877690078244586,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
100,train,0.0,0.34858187800753104,-0.14077420307613292,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
101,train,0.0,-0.11652321631629182,-0.4908050163476765,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
102,train,0.0,-0.11652321631629182,-0.4908050163476765,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
103,train,0.0,-0.6591458263607518,0.8508302497947088,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
104,train,0.0,0.2710643622868939,-0.4761419343675206,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
105,train,0.0,0.5811344251694425,-0.4902404567566684,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
106,train,0.0,-0.11652321631629182,-0.4908050163476765,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
107,train,1.0,-0.6591458263607518,-0.4955573707130805,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
108,train,1.0,-0.11652321631629182,-0.4931405916419841,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
109,train,0.0,0.6586519408900796,-0.4908050163476765,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
110,train,1.0,-0.11652321631629182,-0.17654253332835926,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
111,train,0.0,1.356309582375814,0.36191584371191265,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
112,train,0.0,-1.1630096785448933,-0.3640033854686489,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
113,train,0.0,-0.5816283106401147,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
114,train,0.0,-0.736663342081389,-0.45350541487600354,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
115,train,0.0,-0.9692158892433004,-0.3639241151151169,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
116,train,0.0,-0.6591458263607518,-0.4902404567566684,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
117,train,0.0,3.1779712018107866,-0.49362394745620336,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
118,train,0.0,-0.03900570059565468,-0.23744536591998783,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
119,train,0.0,-0.4265932791988404,4.14216046294407,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
120,train,0.0,-2.1319786250528576,-0.038786126275866,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
121,train,0.0,-0.6591458263607518,0.7776018439404888,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
122,train,0.0,-0.11652321631629182,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
123,train,0.0,0.23230560442657533,-0.062068409135180025,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
124,train,1.0,0.23230560442657533,-0.3921192264701557,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
125,train,0.0,1.898932192420274,0.8508302497947088,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
126,train,1.0,-1.3568034678464862,-0.42611460759582565,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
127,train,0.0,-0.11652321631629182,-0.49362394745620336,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
128,train,1.0,-0.4265932791988404,-0.5053849611277867,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
129,train,1.0,-0.11652321631629182,-0.2111836778218262,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
130,train,0.0,1.2012745509345397,-0.5086079776970008,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
131,train,0.0,0.2710643622868939,-0.4908050163476765,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
132,train,0.0,-0.736663342081389,-0.507157910254343,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
133,train,0.0,1.356309582375814,-0.3631178776169992,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
134,train,1.0,-0.03900570059565468,-0.14077420307613292,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
135,train,0.0,-0.34907576347820324,-0.3921192264701557,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
136,train,0.0,-0.5041107949194775,-0.352565253480964,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
137,train,1.0,-0.8141808578020261,-0.13529681498940008,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
138,train,0.0,0.5811344251694425,0.38318349953756076,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
139,train,0.0,-1.0467334049639376,-0.46526642854758693,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
140,train,0.0,-0.4265932791988404,0.8878069695824834,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
141,train,0.0,-0.11652321631629182,-0.34869840696720983,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False
142,train,1.0,-0.5816283106401147,-0.49362394745620336,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
143,train,1.0,-0.4265932791988404,-0.33701666364915833,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
144,train,0.0,-0.8141808578020261,-0.5129581800249743,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
145,train,0.0,-0.8916983735226632,-0.42112057532331215,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
146,train,0.0,-0.8141808578020261,0.06706879703815516,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
147,train,1.0,-0.19404073203692898,-0.49273843960455366,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
148,train,0.0,-1.5893560150083976,0.02114999468732407,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
149,train,0.0,0.5423756673091239,-0.14077420307613292,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
150,train,0.0,0.9687220037726282,-0.3921192264701557,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
151,train,0.0,1.6663796452583626,-0.4013029869403219,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
152,train,1.0,-0.5816283106401147,0.6441956392159689,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
153,train,0.0,2.0152084660012295,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
154,train,0.0,0.8524457301916725,-0.3631178776169992,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
155,train,0.0,-0.11652321631629182,-0.5020826742050406,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
156,train,0.0,1.6663796452583626,0.5432554778209294,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
157,train,1.0,-1.0467334049639376,-0.4939468291401018,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
158,train,0.0,0.03851181512498246,-0.48782367768557205,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
159,train,0.0,-0.11652321631629182,-0.4759814602371998,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
160,train,0.0,-0.11652321631629182,0.7012316252938433,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
161,train,0.0,1.1237570352139026,-0.3321831055069656,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
162,train,1.0,0.8136869723313539,-0.3389500869060355,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
163,train,0.0,-0.2715582477575661,-0.4931405916419841,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
164,train,0.0,-0.9692158892433004,-0.4759814602371998,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
165,train,0.0,-2.2094961407734948,0.12386310520891992,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
166,train,1.0,-1.5893560150083976,-0.24662912639015405,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
167,train,1.0,-0.11652321631629182,0.4199185414182256,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True
168,train,0.0,1.2012745509345397,-0.10403916119546806,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
169,train,0.0,-0.11652321631629182,-0.14222427051879072,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
170,train,0.0,-0.11652321631629182,0.4488386864945933,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
171,train,0.0,2.4415548024647338,0.004232541189649462,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
172,train,0.0,-1.9769435936115833,-0.08035472629872359,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
173,train,1.0,-2.2094961407734948,-0.4282104384062805,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
174,train,0.0,-0.6591458263607518,-0.4902404567566684,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
175,train,0.0,2.053967223861548,-0.049984513779698155,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
176,train,0.0,-0.8916983735226632,-0.4916093204225374,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
