PassengerId,source,Survived,Pclass_1,Pclass_2,Pclass_3,Sex_0,Sex_1,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6,Parch_9
63,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
64,train,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
65,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
66,train,1.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
67,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
68,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
69,train,1.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
70,train,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
71,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
72,train,0.0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
73,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
74,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
75,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
76,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
77,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
78,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
79,train,1.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
80,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
81,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
82,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
83,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
84,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
85,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
86,train,1.0,False,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
87,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
88,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
89,train,1.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
90,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
91,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
92,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
93,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
94,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
95,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
96,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
97,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
98,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
99,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
100,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
101,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
102,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
103,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
104,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
105,train,0.0,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
106,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
107,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
108,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
109,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
110,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
111,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
112,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
113,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
114,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
115,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
116,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
117,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
118,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
119,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
120,train,0.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
121,train,0.0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
122,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
123,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
124,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
125,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
126,train,1.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
127,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
128,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
129,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
130,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
131,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
132,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
133,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
134,train,1.0,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
135,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
136,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
137,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
138,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
139,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
140,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
141,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
142,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
143,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
144,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
145,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
146,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
147,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
148,train,0.0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
149,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
150,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
151,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
152,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
153,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
154,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
155,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
156,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
157,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
158,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
159,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
160,train,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
161,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
162,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
163,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
164,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
165,train,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
166,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
167,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
168,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
169,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
170,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
171,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
172,train,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
173,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
174,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
175,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
176,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
177,train,0.0,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
178,train,0.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
179,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
180,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
181,train,0.0,False,False,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
182,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
183,train,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
184,train,1.0,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
185,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
186,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
187,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
188,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
189,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
190,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
191,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
192,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
193,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
194,train,1.0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
195,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
196,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
197,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
198,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
199,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
200,train,0.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
201,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
202,train,0.0,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
203,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
204,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
205,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
206,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
207,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
208,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
209,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
210,train,1.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
211,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
212,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
213,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
214,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
215,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
216,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
217,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
218,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
219,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
220,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
221,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
222,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
223,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
224,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
225,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
226,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
227,train,1.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
228,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
229,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
230,train,0.0,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
231,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
232,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
233,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
234,train,1.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
235,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
236,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
237,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
238,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
239,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
240,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
241,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
242,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
243,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
244,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
245,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
246,train,0.0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
247,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
248,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
249,train,1.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
250,train,0.0,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
251,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
252,train,0.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
253,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
254,train,0.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
255,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
256,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
257,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
258,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
259,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
260,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
261,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
262,train,1.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
263,train,0.0,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
264,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
265,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
266,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
267,train,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
268,train,1.0,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
269,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
270,train,1.0,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
271,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
272,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
273,train,1.0,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
274,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
275,train,1.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
276,train,1.0,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
277,train,0.0,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
278,train,0.0,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
279,train,0.0,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
280,train,1.0,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
281,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
282,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
283,train,0.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
284,train,1.0,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
285,train,0.0,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
